gene	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
ENSG00000055950_MRPL43	294	0.0181302349202072	0.000437665001128363	0.914654069682081	0.0220350632903018	0.044742967106282
ENSG00000067057_PFKP	620	0.811428439562007	0.0354793049774268	0.139093292727849	0.00607385994737833	0.00792510278533914
ENSG00000078114_NEBL	486	0.908652700886031	0.0335300086310714	0.0521822449417885	0.00192185322219869	0.00371319231891033
ENSG00000089876_DHX32	529	0.737330045855591	0.0506370566391599	0.187557495605889	0.0128691376868545	0.0116062642125062
ENSG00000095787_WAC	497	0.904415926603055	0.0422057320012461	0.0465067766911308	0.00216559255481234	0.00470597214975578
ENSG00000107951_PAPD1	494	0.862236213917177	0.054100930471563	0.0730546696785391	0.00457777799758992	0.00603040793513096
ENSG00000119979_FAM45A	405	0.812659083908932	0.024424672665331	0.150557946788701	0.00451721578529465	0.00784108085174093
ENSG00000120616_EPC1	317	0.931842994964105	0.02857505166002	0.0351511521272946	0.00107455708820884	0.00335624416037161
ENSG00000127884_ECHS1	242	0.955979955157334	0.0143232970822575	0.0273404742215845	0.000407689434488959	0.00194858410433538
ENSG00000134463_ECHDC3	573	0.880990461870255	0.0517405949307497	0.0585164504956218	0.00343135166408028	0.00532114103929313
ENSG00000138185_ENTPD1	413	0.497435834712049	0.020726134198205	0.444340257517336	0.0184948538721014	0.0190029197003087
ENSG00000148484_RSU1	512	0.826495136276105	0.0856433990775229	0.0706337330848146	0.00730931762921495	0.00991841393234258
ENSG00000151640_DPYSL4	419	0.830488052730251	0.0201102048839165	0.139741579507105	0.00337754908065108	0.0062826137980761
ENSG00000151893_C10orf46	440	0.91457516122787	0.0320557627817692	0.0479726228757724	0.00167771662729456	0.00371873648729346
ENSG00000156398_SFXN2	213	0.757989408213775	0.0437977549325659	0.168668374343724	0.00972609106255001	0.0198183714473842
ENSG00000165730_STOX1	468	0.647132577316165	0.171198688821085	0.12353173964134	0.03265479475722	0.0254821994641897
ENSG00000165983_PTER	504	3.94025205605147e-07	4.1158640539826e-08	0.880026724935943	0.0918967630497699	0.0280760768304414
ENSG00000166169_POLL	245	0.861900616212674	0.0360289491299226	0.0909124438308254	0.00379293366922102	0.00736505715735688
ENSG00000173915_USMG5	295	3.08407432303567e-06	1.57344477536132e-07	0.896502529672952	0.0456802933102628	0.0578139355979855
ENSG00000183605_SFXN4	413	0.928374847694062	0.0283134114714837	0.0393330531428516	0.00119679058250885	0.00278189710909432
ENSG00000188690_UROS	528	0.306706346187886	0.0210711288776719	0.607309636900609	0.0416997566957869	0.023213131338046
ENSG00000197771_C10orf119	432	0.827732542274935	0.0223701654654687	0.137367927839595	0.00370365763593269	0.00882570678406896
ENSG00000205703_C10orf139	535	0.911345400652548	0.0367451767237866	0.0464948232526991	0.00187111402204438	0.00354348534892174
ENSG00000014138_POLA2	205	0.937149198686725	0.0198592630974064	0.0384673531865905	0.000811454468711327	0.00371273056056668
ENSG00000066336_SPI1	162	0.767338974632723	0.0104830918063853	0.206648150284107	0.00281042869688573	0.0127193545798991
ENSG00000074319_TSG101	432	0.0812382237107823	0.0027962752505626	0.822812320627262	0.0282568668039508	0.0648963136074429
ENSG00000078124_PHCA	301	0.022607521862594	0.0139864636733429	0.576079865689705	0.356369012899975	0.030957135874384
ENSG00000099834_MUPCDH	221	0.953274447483361	0.0168098575795411	0.0274252215956568	0.000481602192094215	0.002008871149347
ENSG00000110074_FOXRED1	561	0.137898764157906	0.00570158682552391	0.776450396631327	0.0320553622858347	0.0478938900994079
ENSG00000110076_NRXN2	212	0.966158027610697	0.0134036544330895	0.0189473236067062	0.000261629681987881	0.00122936466751943
ENSG00000110080_ST3GAL4	558	0.900946542900153	0.038658159152924	0.0540565973260797	0.00231545792871041	0.00402324269213256
ENSG00000110315_RNF141	554	0.904624035454975	0.032283975476793	0.057443178884417	0.00204641408116334	0.00360239610265163
ENSG00000110455_ILMN_3829	528	0.828970607807272	0.0393725257687588	0.116474910236647	0.00552239593304789	0.00965956025427451
ENSG00000110768_GTF2H1	480	0.729380051607533	0.0260357906046339	0.221504235963294	0.007891578359119	0.0151883434654201
ENSG00000120451_SNX19	495	0.82812865443851	0.0281503836311145	0.132340845684164	0.00449174303642461	0.00688837320978636
ENSG00000131626_PPFIA1	388	0.419695299255696	0.0241180645861008	0.507825997388418	0.0291633554525262	0.0191972833172584
ENSG00000134627_PIWIL4	386	0.927960230422491	0.0282915191642751	0.03949862537256	0.00120118001224234	0.00304844502843158
ENSG00000134809_TIMM10	329	0.168401707601454	0.00344807598807703	0.780656580394943	0.0159526390219202	0.0315409969936054
ENSG00000149084_HSD17B12	479	0.000430245542001961	1.83019060996933e-05	0.919026250840414	0.0390523247432702	0.0414728769682137
ENSG00000149089_APIP	545	0.000528470209604993	2.86596353706864e-05	0.908431931259186	0.0492236726135413	0.0417872662822965
ENSG00000159063_ALG8	317	0.795002319797645	0.0485548231039427	0.137719651072782	0.00840091517255171	0.0103222908530784
ENSG00000165434_PGM2L1	334	0.933691349471476	0.0302930202067838	0.0316324619282419	0.00102293481448475	0.00336023357901362
ENSG00000165526_RPUSD4	558	0.883732018622948	0.0366632362842647	0.0717479138348675	0.00297170807747074	0.00488512318044903
ENSG00000166435_XRRA1	376	0.0132868203695065	0.000431009798868149	0.925625625499877	0.0299956134959272	0.0306609308358214
ENSG00000166439_RNF169	376	0.100446258693406	0.00340876217378028	0.839606147611158	0.0284649502898933	0.0280738812317617
ENSG00000166788_SAAL1	438	0.889892306364662	0.0272036697233906	0.076177484395516	0.00232431453212536	0.00440222498430655
ENSG00000166796_LDHC	474	0.871488700450315	0.0309016598893962	0.0885512471583662	0.00313396771731172	0.00592442478461056
ENSG00000168000_BSCL2	313	0.933618667826582	0.0278895056114791	0.0339867136107503	0.00101177410666334	0.0034933388445249
ENSG00000168002_POLR2G	299	0.940028380493761	0.027559828715135	0.0287667150779203	0.000840580403163092	0.00280449531002057
ENSG00000168071_CCDC88B	233	0.869536795468523	0.0133513760313455	0.109355508581777	0.00167302508077479	0.0060832948375798
ENSG00000172890_NADSYN1	276	0.827184597990511	0.0380884619456212	0.122555407694205	0.00563663954917316	0.00653489282048938
ENSG00000173113_ILMN_22312	235	0.952574345311044	0.0147023682126387	0.0302898699286692	0.000465536649271797	0.00196787989837605
ENSG00000173715_C11orf80	175	0.953626492492779	0.0202735951501156	0.0230130939120797	0.00048664603960523	0.00260017240542052
ENSG00000173992_CCS	170	0.840381334839476	0.0192461265451059	0.125678816583586	0.00286642607275582	0.0118272959590768
ENSG00000175390_EIF3F	559	0.912010703431419	0.031855350608801	0.0511232635297753	0.00178244102528233	0.00322824140472206
