gene	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
ENSG00000055950_MRPL43	3427	0.000911722981680779	0.00010076579318802	0.894195326522833	0.0988226254773781	0.00596955922492067
ENSG00000067057_PFKP	7357	0.214517793012872	0.142135090150069	0.3771587193545	0.24988132530333	0.0163070721792298
ENSG00000078114_NEBL	5384	0.541046195462936	0.0592851926253415	0.353524846691908	0.0387301078513838	0.00741365736843133
ENSG00000089876_DHX32	5225	0.112480314996356	0.0125797121995032	0.780495096233676	0.0872828111539981	0.00716206541646686
ENSG00000095787_WAC	6104	0.509570971430312	0.0969900222392702	0.322562286230824	0.0613859282353675	0.00949079186422597
ENSG00000107951_PAPD1	5751	0.375834580980642	0.1324663726963	0.353433583632558	0.124557225844579	0.0137082368459206
ENSG00000119979_FAM45A	4984	0.0527079663115882	0.174261113967623	0.176065413663485	0.582086029801734	0.0148794762555698
ENSG00000120616_EPC1	4714	0.0144167516935564	0.574893149230411	0.00876599677488448	0.349507012050045	0.0524170902511029
ENSG00000127884_ECHS1	3788	0.620635390096006	0.0723408412066673	0.267946556390779	0.0312238159493761	0.00785339635717168
ENSG00000134463_ECHDC3	5742	0.458864649389116	0.0968527190458318	0.357334829481409	0.0754112485556053	0.0115365535280377
ENSG00000138185_ENTPD1	5151	0.0412955995479305	0.00573113725857829	0.825055756765707	0.114490487193616	0.0134270192341683
ENSG00000148484_RSU1	5384	0.459388442980717	0.0674656284889081	0.405206602729954	0.059500062830931	0.0084392629694906
ENSG00000151640_DPYSL4	6599	0.16935005060525	0.0406167105000002	0.630261236390249	0.151152470094341	0.00861953241016053
ENSG00000151893_C10orf46	4689	0.522688235311327	0.0844870995222832	0.330070188978497	0.0533429906188232	0.00941148556906987
ENSG00000156398_SFXN2	3160	0.0428484909100757	0.450219078793498	0.0379429889861548	0.398605442972303	0.0703839983379686
ENSG00000165730_STOX1	5590	0.21164961942308	0.0176854508845233	0.696005502406491	0.0581417306466395	0.0165176966392667
ENSG00000165983_PTER	5424	3.05986356525445e-09	4.64141634315791e-10	0.863379928959393	0.130957880047898	0.00566218746870326
ENSG00000166169_POLL	3121	0.0305299488852423	0.268166088121958	0.066603747620041	0.584977999929295	0.0497222154434631
ENSG00000173915_USMG5	3771	8.70031127089384e-11	9.14995354103714e-10	0.086781784043225	0.912667131117665	0.000551083837112636
ENSG00000183605_SFXN4	5023	0.144823019119295	0.478969641352551	0.0755649260286072	0.249863258951096	0.0507791545484508
ENSG00000188690_UROS	5146	0.0112446617124131	0.0012962365977123	0.878848021043251	0.101302539441659	0.007308541204965
ENSG00000197771_C10orf119	5330	0.0323907870166774	0.111247716896237	0.188760291336321	0.648286990940865	0.0193142138099009
ENSG00000205703_C10orf139	5752	0.519213346633398	0.113062187668449	0.293247148920398	0.0638459015484461	0.0106314152293082
ENSG00000014138_POLA2	2913	0.185825657745052	0.418593924471985	0.108357752281543	0.244045272635515	0.0431773928659053
ENSG00000066336_SPI1	2663	0.12665043758235	0.008645109543403	0.779944715122193	0.0532071699249035	0.031552567827151
ENSG00000074319_TSG101	5067	0.00563560413001802	0.000594760592338205	0.886715833999689	0.0935671877024599	0.0134866135754953
ENSG00000078124_PHCA	4145	1.20372850495102e-08	0.000929218750875294	1.29410775086653e-05	0.998986978815308	7.08493190215831e-05
ENSG00000099834_MUPCDH	4582	0.20690568321189	0.339687438045819	0.158988039150107	0.260985204715048	0.0334336348771362
ENSG00000110074_FOXRED1	5590	0.0125060153486668	0.00180826623323565	0.85492661704516	0.123608156600965	0.00715094477197267
ENSG00000110076_NRXN2	2753	0.74241620853761	0.0506836096011634	0.189149426436011	0.0129080969777311	0.00484265844748455
ENSG00000110080_ST3GAL4	5604	0.545994476767698	0.0802002867151873	0.31887172074354	0.0468304722849532	0.00810304348862175
ENSG00000110315_RNF141	6138	0.481841422035669	0.104064681828491	0.331295626121134	0.0715396133663765	0.0112586566483303
ENSG00000110455_ILMN_3829	5238	0.422615467066464	0.0394462280853191	0.485319700419934	0.045291610430014	0.00732699399826824
ENSG00000110768_GTF2H1	5068	0.0514229635113011	0.102627543889694	0.27900195234148	0.556808900055283	0.0101386402022412
ENSG00000120451_SNX19	5093	0.254737984467616	0.0412148081634884	0.597520205277197	0.0966646901140213	0.00986231197767744
ENSG00000131626_PPFIA1	4973	0.010103359654043	0.00257285775676729	0.782796317255322	0.199336775327533	0.00519069000633543
ENSG00000134627_PIWIL4	4275	0.636003233612852	0.0476005867751584	0.289514625483194	0.0216630141428986	0.00521853998589703
ENSG00000134809_TIMM10	4876	0.00249742606826024	0.00421506575741614	0.367444945721414	0.620154655628347	0.0056879068245624
ENSG00000149084_HSD17B12	5782	3.32723040449922e-05	3.41284409090842e-06	0.900902507629592	0.0924017234403306	0.00665908378194104
ENSG00000149089_APIP	5293	3.18188396162895e-05	4.92956340500401e-06	0.861400980879271	0.133448236357561	0.0051140343601461
ENSG00000159063_ALG8	3884	0.197772857792204	0.0251857620090335	0.682767404991017	0.0869409852048864	0.00733299000285914
ENSG00000165434_PGM2L1	3896	0.57599689968378	0.107591697468551	0.257886701958733	0.0481608468478551	0.0103638540410809
ENSG00000165526_RPUSD4	5579	0.44536565029318	0.0637847822381855	0.391844362121938	0.0560765931622394	0.0429286121844571
ENSG00000166435_XRRA1	3987	0.00104279361675607	0.000136791259851008	0.877367795078843	0.11508471446495	0.00636790557959959
ENSG00000166439_RNF169	4096	0.0114030847240241	0.00154733322816051	0.86358119312539	0.117176725711219	0.0062916632112062
ENSG00000166788_SAAL1	4887	0.0859528144582076	0.333130685558706	0.112450242700906	0.435795133682138	0.0326711236000432
ENSG00000166796_LDHC	5043	0.0845515109350325	0.00875569480248863	0.814025054924919	0.0842876290761166	0.00838011026144322
ENSG00000168000_BSCL2	4095	0.605848431902786	0.0779717099589831	0.272784963411873	0.0350986858815789	0.0082962088447791
ENSG00000168002_POLR2G	4021	0.630654064392723	0.0799307097610213	0.249882050239744	0.0316628200592283	0.00787035554728389
ENSG00000168071_CCDC88B	2909	0.385265459143903	0.0275573706310547	0.529760019862993	0.0378732722734536	0.0195438780885954
ENSG00000172890_NADSYN1	4919	0.231248888268256	0.0281385202665638	0.653748805230332	0.0795412718290023	0.00732251440584671
ENSG00000173113_ILMN_22312	2939	0.642801824651846	0.0464901026343755	0.283486130925866	0.0204961707932827	0.00672577099462928
ENSG00000173715_C11orf80	2663	0.218146495809122	0.449513846275617	0.0850483466543455	0.175178969653441	0.0721123416074753
ENSG00000173992_CCS	2433	0.121720851304103	0.288398867681301	0.149087274008977	0.353151763091667	0.0876412439139512
ENSG00000175390_EIF3F	6022	0.437094456390669	0.1779901849168	0.26163585093326	0.106524549346882	0.0167549584123895
ENSG00000175567_UCP2	3660	0.299722367597347	0.0564465706700429	0.533957770212597	0.10055068982826	0.00932260169175327
ENSG00000175575_PAAF1	3630	0.337584121560595	0.065091431120765	0.489025055973083	0.0942775597749609	0.0140218315705963
ENSG00000175581_MRPL48	3597	0.437878458057237	0.0852321263359152	0.364288877609717	0.0708663341605167	0.041734203836614
ENSG00000176148_TCP11L1	4529	0.0707369714152433	0.00663464794380932	0.833180827832477	0.0781353960724047	0.0113121567360659
ENSG00000177042_TMEM80	5079	0.207886708665745	0.344445563710245	0.151059767505359	0.250243166009817	0.0463647941088347
ENSG00000177685_EFCAB4A	5443	0.213727818279873	0.355832165770398	0.147492220805324	0.245520107994609	0.0374276871497959
ENSG00000177697_CD151	5459	0.000125803429240528	0.000209469646202772	0.374178527251654	0.623025418452678	0.00246078122022455
ENSG00000179057_IGSF22	4903	0.579357051490424	0.0614799526804724	0.318410474919237	0.0337819699316509	0.00697055097821595
ENSG00000182919_C11orf54	4740	0.15027690355344	0.0122952491483065	0.768749475399703	0.062891212373794	0.00578715952475681
ENSG00000184524_CEND1	5351	0.180469807208336	0.300205400498852	0.183217371840441	0.304744518130294	0.031362902322078
ENSG00000185187_SIGIRR	3913	0.244048432712833	0.386073867229795	0.128619813260115	0.203433052465408	0.0378248343318485
ENSG00000196655_TRAPPC4	4322	0.000180586540733828	1.65228711596245e-05	0.909815251570848	0.0832373282328304	0.00675031078442913
ENSG00000197345_MRPL21	4421	0.000418598660524269	0.000149092297466812	0.73127094664103	0.260449082705965	0.00771227969501386
ENSG00000202477_SNORD25	4053	0.559498369606039	0.0709795321982946	0.320877066647855	0.0406994189143854	0.00794561263342569
ENSG00000205339_IPO7	4847	0.280124442736147	0.111081622538183	0.425774162319808	0.168823925965974	0.014195846439888
ENSG00000213931_HBE1	8221	0.348952820182779	0.194504586021505	0.280694008597551	0.156438049565668	0.0194105356324964
ENSG00000010626_LRRC23	5001	0.000209706308253798	0.000125219103656763	0.616496576978476	0.368105235165961	0.0150632624436533
ENSG00000076067_RBMS2	2560	0.176100520932083	0.130079088480032	0.388365298190041	0.28685280341981	0.0186022889780334
ENSG00000089127_OAS1	3869	0.00192687280118365	0.000371882997082717	0.829363037563148	0.160057298869551	0.00828090776903362
ENSG00000089163_SIRT4	4605	0.385388438827838	0.178433768757316	0.279789363909008	0.129514818954815	0.0268736095510225
ENSG00000110906_KCTD10	3675	1.60013935630348e-05	1.06277749022654e-06	0.930921064325301	0.0618224974201048	0.00723937408354161
ENSG00000110931_CAMKK2	4697	0.220740236616424	0.108617901867058	0.435292895128586	0.214169952114498	0.0211790142734337
ENSG00000111321_LTBR	4732	0.389937254198418	0.252875094190006	0.202291060100081	0.13116242546818	0.0237341660433145
ENSG00000111358_GTF2H3	4461	0.557866356242767	0.103481109466679	0.274456354308453	0.0508968294396215	0.0132993505424788
ENSG00000111364_DDX55	4397	0.286046342374748	0.0525674863664546	0.544532917464364	0.10005344222422	0.0167998115702124
ENSG00000111371_SLC38A1	3524	0.019366919574461	0.00137632703310573	0.898164737177532	0.0638115800704006	0.0172804361445007
ENSG00000111581_NUP107	4878	1.7164659620242e-13	0.537418237784869	1.30856427389445e-13	0.409653014547163	0.0529287476676644
ENSG00000111666_CHPT1	4476	0.0422132630261772	0.00398936100584289	0.866509965798666	0.0818840508292124	0.0054033593401021
ENSG00000111711_GOLT1B	5340	0.507591924539218	0.126244420628657	0.283330088217017	0.0704553362946769	0.0123782303204315
ENSG00000111725_PRKAB1	4446	0.576223964609272	0.102343296757704	0.263157996190881	0.0467280173202377	0.0115467251219058
ENSG00000111780_ILMN_16367	4586	0.31488157803072	0.151135175275472	0.346891146426128	0.16647834291234	0.0206137573553397
ENSG00000123297_TSFM	3728	0.0894575694906956	0.150334300763034	0.273215645212424	0.459113624921161	0.0278788596126856
ENSG00000123427_FAM119B	3732	0.00064927179908804	0.00109125002206246	0.369930059086456	0.621745640338595	0.00658377875379846
ENSG00000127337_YEATS4	5135	0.099829630975239	0.012620031146765	0.766521657253463	0.0968762076175549	0.0241524730069783
ENSG00000134545_KLRC1	5632	0.572852343228306	0.0636651502691805	0.321354472636961	0.0357079852985568	0.00642004856699563
ENSG00000135426_KIAA0748	4188	0.532750395064802	0.0611587743329121	0.357556717422021	0.041039364708799	0.00749474847146487
ENSG00000136026_CKAP4	4425	0.604581346747563	0.0929592596922567	0.25399019533686	0.039043616088144	0.00942558213517647
ENSG00000136048_ILMN_20048	4376	0.629819280402859	0.0546634891176018	0.285231057774185	0.0247503351047244	0.00553583760062934
ENSG00000139187_KLRG1	5231	0.259717049206774	0.0384861119414011	0.562925909590111	0.0833615386521304	0.055509390609584
ENSG00000139190_VAMP1	4669	0.104275557559082	0.0676599223269178	0.496171948285669	0.32193466908026	0.00995790274807148
ENSG00000139192_TAPBPL	4683	0.0226341217321385	0.0146628393930731	0.580402346706442	0.37599000557583	0.00631068659251592
ENSG00000139197_PEX5	4768	0.0392731696939744	0.0243132328171638	0.556874764927407	0.344715190558167	0.0348236420032875
ENSG00000150045_KLRF1	5449	0.562639151172006	0.0786894700462138	0.307701143357214	0.0430264590961995	0.0079437763283665
ENSG00000155957_TMBIM4	3866	0.633545320177762	0.0418898282798396	0.300134305414404	0.0198402007283797	0.00459034539961444
ENSG00000157895_C12orf43	4517	0.28837066376967	0.141017746072184	0.3037445257414	0.148417354320334	0.118449710096412
ENSG00000165714_LOH12CR1	5028	0.250039501548868	0.149417874221935	0.20143810764276	0.120095786631682	0.279008729954755
ENSG00000166888_STAT6	2833	0.0854781763081293	0.141833377237074	0.285232777924222	0.4732706923927	0.0141849761378744
ENSG00000166896_XRCC6BP1	3776	0.131555773303164	0.221343759179979	0.232067339567407	0.390430761415749	0.0246023665337007
ENSG00000171840_NINJ2	4180	0.645512488999322	0.0656170696552161	0.256367092790344	0.0260535531814966	0.00644979537362163
ENSG00000176422_SPRYD4	2684	0.0022239158573952	0.00156484963723147	0.582335390217256	0.409753882640133	0.00412196164798413
ENSG00000177627_C12orf54	4568	0.383960164392235	0.0698530378494025	0.451721655560531	0.0821684419010921	0.0122967002967398
ENSG00000184752_NDUFA12	6518	0.220278949650687	0.0999868200929144	0.458473808129568	0.208092682789996	0.0131677393368343
ENSG00000185163_DDX51	5710	0.481502685257555	0.0973280145035462	0.340899605836192	0.0688959923354255	0.0113737020672808
ENSG00000185480_C12orf48	4306	0.498127534941616	0.0432218251815776	0.416324886447119	0.0361177164573173	0.00620803697236947
